audit_id,manual_reviewer,manual_reviewed_at,manual_edge_support,manual_predicate_fit,manual_normalization_fit,manual_error_tags,manual_notes
tmkp-2026-04-21-edge-audit-batch-002-2201,codex-manual,2026-05-04,supported,good,good,,TrkC cells upregulate N cadherin mRNA
tmkp-2026-04-21-edge-audit-batch-002-2202,codex-manual,2026-05-04,unsupported,bad,bad,glossary_only,ACE and STAT appear in a glossary and STAT is not SOAT1
tmkp-2026-04-21-edge-audit-batch-002-2203,codex-manual,2026-05-04,unsupported,bad,bad,wrong_object|response_context,Foxp3 reduces NFkB activation in response to TNF but does not cause TNF
tmkp-2026-04-21-edge-audit-batch-002-2204,codex-manual,2026-05-04,unsupported,bad,bad,nonhuman_context|wrong_subject,Drosophila msl alleles are not OPRK1 to MSL2 support
tmkp-2026-04-21-edge-audit-batch-002-2205,codex-manual,2026-05-04,unsupported,bad,bad,wrong_subject|wrong_direction,Rap1 GTPase rescues ABL2 phenotype and is not TERF2IP causing ABL2
tmkp-2026-04-21-edge-audit-batch-002-2206,codex-manual,2026-05-04,partially_supported,partial,bad,family_mention_fanout,AVP induces VEGF expression but VEGFB is not specific
tmkp-2026-04-21-edge-audit-batch-002-2207,codex-manual,2026-05-04,partially_supported,partial,good,pathway_dependency_context,VEGFR2 phosphorylation is required for ANGPTL4 inhibition effects
tmkp-2026-04-21-edge-audit-batch-002-2208,codex-manual,2026-05-04,unsupported,bad,good,wrong_direction,ZNF265 regulates GluR B minigene splicing rather than GRIA2 causing ZRANB2
tmkp-2026-04-21-edge-audit-batch-002-2209,codex-manual,2026-05-04,unsupported,bad,good,model_background_context,CXCR1 targeted pepducins act in APC mutant mice but do not cause APC
tmkp-2026-04-21-edge-audit-batch-002-2210,codex-manual,2026-05-04,unsupported,bad,bad,parallel_effects_only|wrong_subject,Zac1 and Socs3 knockdown have parallel differentiation effects and Zac1 is not ZACN
tmkp-2026-04-21-edge-audit-batch-002-2211,codex-manual,2026-05-04,partially_supported,partial,bad,wrong_object|family_mention_fanout,LRP16 silencing reduces TNF expression but object maps to TNFSF4
tmkp-2026-04-21-edge-audit-batch-002-2212,codex-manual,2026-05-04,unsupported,bad,bad,wrong_subject|stimulus_context,Brf1 reduction represses EGF induced growth but does not cause EGF and is not BRD3
tmkp-2026-04-21-edge-audit-batch-002-2213,codex-manual,2026-05-04,partially_supported,partial,good,response_modulation_context,Siah2 silencing changes apoptosis response to TRAIL
tmkp-2026-04-21-edge-audit-batch-002-2214,codex-manual,2026-05-04,unsupported,bad,bad,wrong_direction|family_mention_fanout,HSP70 inhibits TNF induced NFkB activation rather than TNF causing HSP70
tmkp-2026-04-21-edge-audit-batch-002-2215,codex-manual,2026-05-04,unsupported,bad,good,list_context,SOCS1 and PIAS3 are listed as tested genes with no causal edge
tmkp-2026-04-21-edge-audit-batch-002-2216,codex-manual,2026-05-04,unsupported,bad,bad,glossary_only|wrong_subject,UCP2 and MTHFR appear in a glossary and UCP2 is not USP5
tmkp-2026-04-21-edge-audit-batch-002-2217,codex-manual,2026-05-04,unsupported,bad,bad,wrong_subject|negated_context,Myo3 context is not MYOT and Espin bundles occur without Myo3
tmkp-2026-04-21-edge-audit-batch-002-2218,codex-manual,2026-05-04,unsupported,bad,bad,method_context|wrong_subject,TNF exposure and PINCH immunoprecipitation do not support TNFSF13B to LIMS1
tmkp-2026-04-21-edge-audit-batch-002-2219,codex-manual,2026-05-04,partially_supported,partial,good,downstream_pathway_context,AREG response is assessed with Mapk8 knockout as downstream EGFR signaling
tmkp-2026-04-21-edge-audit-batch-002-2220,codex-manual,2026-05-04,unsupported,bad,bad,wrong_subject|wrong_object,Glutathione S transferase PAP phagocytosis protein is not HPGDS to REG3A
tmkp-2026-04-21-edge-audit-batch-002-2221,codex-manual,2026-05-04,supported,good,good,,N cadherin induced cell migration depends on reduced Akt3 level and activation
tmkp-2026-04-21-edge-audit-batch-002-2222,codex-manual,2026-05-04,unsupported,bad,good,wrong_direction,Pias2 inhibits Stat4 mediated angioblast formation rather than STAT4 causing PIAS2
tmkp-2026-04-21-edge-audit-batch-002-2223,codex-manual,2026-05-04,partially_supported,partial,bad,wrong_subject|downstream_requirement,TNF hypersensitivity is blocked by TRPA1 antagonist but subject maps to TNFSF4
tmkp-2026-04-21-edge-audit-batch-002-2224,codex-manual,2026-05-04,unsupported,bad,good,wrong_subject,Merlin suppresses ERK activation and is only related to the Ezrin family
tmkp-2026-04-21-edge-audit-batch-002-2225,codex-manual,2026-05-04,unsupported,bad,bad,wrong_direction|family_mention_fanout,Arg1 overexpression is studied in absence of TNF and does not cause TNFSF13B
tmkp-2026-04-21-edge-audit-batch-002-2226,codex-manual,2026-05-04,unsupported,bad,bad,same_entity_collision,uPA system evidence does not support PLAU causing PRAP1
tmkp-2026-04-21-edge-audit-batch-002-2227,codex-manual,2026-05-04,unsupported,bad,bad,cell_line_error,Hep3B is a cell line and not EPHB6
tmkp-2026-04-21-edge-audit-batch-002-2228,codex-manual,2026-05-04,partially_supported,partial,good,genetic_interaction_context,ROCK1 deletion attenuates Rnd3 deficiency mediated cardiomyopathy
tmkp-2026-04-21-edge-audit-batch-002-2229,codex-manual,2026-05-04,partially_supported,partial,good,family_mention_fanout,Telencephalin activates the ezrin radixin moesin pathway
tmkp-2026-04-21-edge-audit-batch-002-2230,codex-manual,2026-05-04,unsupported,bad,good,list_context,POLR2C and XRCC5 appear in a gene list without a causal mechanism
tmkp-2026-04-21-edge-audit-batch-002-2231,codex-manual,2026-05-04,unsupported,bad,bad,cell_line_error,HK2 is a proximal tubule cell line and not a gene object mechanism
tmkp-2026-04-21-edge-audit-batch-002-2232,codex-manual,2026-05-04,unsupported,bad,bad,wrong_subject,CD25 Tregs correlated with Trx are not PMP22 or VAC14 evidence
tmkp-2026-04-21-edge-audit-batch-002-2233,codex-manual,2026-05-04,partially_supported,partial,good,downstream_dependency_context,GSK3B is required for TNF induced NFkB activity but TNF does not directly cause GSK3B
