audit_id,manual_reviewer,manual_reviewed_at,manual_edge_support,manual_predicate_fit,manual_normalization_fit,manual_error_tags,manual_notes
tmkp-2026-04-21-edge-audit-batch-002-0101,codex-manual,2026-05-04,supported,good,good,,Pure magnesium application may lead to emphysema.
tmkp-2026-04-21-edge-audit-batch-002-0102,codex-manual,2026-05-04,partially_supported,partial,good,combination_regimen,Platinum regimens are associated with aplastic anemia risk.
tmkp-2026-04-21-edge-audit-batch-002-0103,codex-manual,2026-05-04,unsupported,bad,bad,inverse_relation|normalization_error,Uremia is associated with increased von Willebrand factor.
tmkp-2026-04-21-edge-audit-batch-002-0104,codex-manual,2026-05-04,unsupported,bad,bad,normalization_error|inverse_or_protective_context,ALT is liver enzyme and apigenin lowered ALT.
tmkp-2026-04-21-edge-audit-batch-002-0105,codex-manual,2026-05-04,supported,good,good,,Liver angiosarcoma was associated with phenelzine.
tmkp-2026-04-21-edge-audit-batch-002-0106,codex-manual,2026-05-04,unsupported,bad,bad,normalization_error,Hydralazine caused hepatic injury not porphyria.
tmkp-2026-04-21-edge-audit-batch-002-0107,codex-manual,2026-05-04,unsupported,bad,good,inverse_or_protective_context|negation_or_hedging,Benazepril had lower nonsignificant CI-AKI incidence than control.
tmkp-2026-04-21-edge-audit-batch-002-0108,codex-manual,2026-05-04,partially_supported,partial,good,pathway_context,Disturbed testosterone synthesis or function may cause testicular cancer.
tmkp-2026-04-21-edge-audit-batch-002-0109,codex-manual,2026-05-04,unsupported,bad,bad,normalization_error,SOD means superoxide dismutase not segmental odontomaxillary dysplasia.
tmkp-2026-04-21-edge-audit-batch-002-0110,codex-manual,2026-05-04,partially_supported,partial,partial,biomarker_or_expression_context,IL1 receptor antagonist is a biomarker associated with endometrial cancer risk.
tmkp-2026-04-21-edge-audit-batch-002-0111,codex-manual,2026-05-04,partially_supported,partial,good,diet_context,High phosphorus low calcium diets increase osteoporosis risk.
tmkp-2026-04-21-edge-audit-batch-002-0112,codex-manual,2026-05-04,partially_supported,partial,partial,generic_object,Diazolidinyl urea is discussed as formaldehyde releaser linked to generic cancer risk.
tmkp-2026-04-21-edge-audit-batch-002-0113,codex-manual,2026-05-04,supported,good,good,,Acute angle closure glaucoma followed naphazoline administration.
tmkp-2026-04-21-edge-audit-batch-002-0114,codex-manual,2026-05-04,partially_supported,partial,partial,generic_object|model_or_assay_context,Pradefovir development was held after increased tumor incidence in animals.
tmkp-2026-04-21-edge-audit-batch-002-0115,codex-manual,2026-05-04,partially_supported,partial,good,model_or_assay_context,Nicotine from tobacco increased DNA synthesis in colon cancer cells.
tmkp-2026-04-21-edge-audit-batch-002-0116,codex-manual,2026-05-04,unsupported,bad,bad,normalization_error,ERS means endoplasmic reticulum stress not amelogenesis imperfecta.
tmkp-2026-04-21-edge-audit-batch-002-0117,codex-manual,2026-05-04,unsupported,bad,good,cohort_context,Hypothyroidism alters warfarin dose requirement.
tmkp-2026-04-21-edge-audit-batch-002-0118,codex-manual,2026-05-04,supported,good,good,,Tositumomab had a higher severe mucositis rate than rituximab.
tmkp-2026-04-21-edge-audit-batch-002-0119,codex-manual,2026-05-04,supported,good,good,,Arachidonic acid intake is linked to colorectal neoplasms.
tmkp-2026-04-21-edge-audit-batch-002-0120,codex-manual,2026-05-04,supported,good,good,model_or_assay_context,COX2 inhibitors exacerbate colitis in a mouse model.
tmkp-2026-04-21-edge-audit-batch-002-0121,codex-manual,2026-05-04,partially_supported,partial,partial,related_phenotype_context,Apalutamide treatment can involve seizures rather than epilepsy itself.
tmkp-2026-04-21-edge-audit-batch-002-0122,codex-manual,2026-05-04,unsupported,bad,good,pathway_context,RYR2 calcium channel mutations are associated with arrhythmogenic dysplasia.
tmkp-2026-04-21-edge-audit-batch-002-0123,codex-manual,2026-05-04,unsupported,bad,bad,normalization_error,ADD means afterdischarge duration not adenosine deaminase deficiency.
tmkp-2026-04-21-edge-audit-batch-002-0124,codex-manual,2026-05-04,partially_supported,partial,good,risk_factor_context,Dietary potassium intake was associated with gastric adenocarcinoma.
tmkp-2026-04-21-edge-audit-batch-002-0125,codex-manual,2026-05-04,unsupported,bad,good,cohort_context,Renal failure is dosage context for oxipurinol monitoring.
tmkp-2026-04-21-edge-audit-batch-002-0126,codex-manual,2026-05-04,supported,good,good,,Girls receiving busulfan developed severe ovarian failure.
tmkp-2026-04-21-edge-audit-batch-002-0127,codex-manual,2026-05-04,partially_supported,partial,good,model_or_assay_context,Permethrin exposure induced anxiety related behavior in zebrafish.
tmkp-2026-04-21-edge-audit-batch-002-0128,codex-manual,2026-05-04,unsupported,bad,bad,abbreviation_collision|inverse_relation,PEA means pulseless electrical activity and cardiomyopathy can cause it.
tmkp-2026-04-21-edge-audit-batch-002-0129,codex-manual,2026-05-04,unsupported,bad,good,cohort_context|predicate_overbroad,Ecstasy may trigger ketoacidosis in patients with preexisting metabolic disorder.
tmkp-2026-04-21-edge-audit-batch-002-0130,codex-manual,2026-05-04,supported,good,good,,Cobalt was associated with increased endemic goiter risk.
tmkp-2026-04-21-edge-audit-batch-002-0131,codex-manual,2026-05-04,supported,good,good,,Carteolol caused allergic contact dermatitis.
tmkp-2026-04-21-edge-audit-batch-002-0132,codex-manual,2026-05-04,unsupported,bad,bad,normalization_error,FBS means fasting blood sugar not GLUT2 deficiency disease.
tmkp-2026-04-21-edge-audit-batch-002-0133,codex-manual,2026-05-04,supported,good,good,model_or_assay_context,Phenobarbital exposed rat fetuses had spina bifida.
tmkp-2026-04-21-edge-audit-batch-002-0134,codex-manual,2026-05-04,supported,good,good,,Focal dystonia caused by 5-FU has been reported.
tmkp-2026-04-21-edge-audit-batch-002-0135,codex-manual,2026-05-04,unsupported,bad,bad,abbreviation_collision,RAD is a rapamycin analog context not dyschromatosis.
