audit_id,manual_reviewer,manual_reviewed_at,manual_edge_support,manual_predicate_fit,manual_normalization_fit,manual_error_tags,manual_notes
tmkp-2026-04-21-edge-audit-batch-002-0601,codex-manual,2026-05-04,unsupported,bad,bad,normalization_error,LSD means LSD1 protein target not lysergide.
tmkp-2026-04-21-edge-audit-batch-002-0602,codex-manual,2026-05-04,supported,good,good,,Danazol treatment decreased complex endometrial hyperplasia.
tmkp-2026-04-21-edge-audit-batch-002-0603,codex-manual,2026-05-04,supported,good,good,,Partial responses were seen in non-small cell lung cancer patients receiving itacitinib.
tmkp-2026-04-21-edge-audit-batch-002-0604,codex-manual,2026-05-04,partially_supported,partial,good,model_or_assay_context,Angiotensin 1-7 overexpression reduced anxiety like behavior in mice.
tmkp-2026-04-21-edge-audit-batch-002-0605,codex-manual,2026-05-04,supported,good,good,combination_treatment_context,A topoisomerase inhibitor was in a trial for fallopian tube cancers.
tmkp-2026-04-21-edge-audit-batch-002-0606,codex-manual,2026-05-04,supported,good,good,,Octenidine oral rinses were evaluated for gingivitis.
tmkp-2026-04-21-edge-audit-batch-002-0607,codex-manual,2026-05-04,unsupported,bad,good,adverse_event_context,Cholinergic antagonists were linked to increased pressure in angle closure glaucoma patients.
tmkp-2026-04-21-edge-audit-batch-002-0608,codex-manual,2026-05-04,supported,good,good,,Valrubicin has potential topical treatment use in nonmelanoma skin cancer.
tmkp-2026-04-21-edge-audit-batch-002-0609,codex-manual,2026-05-04,partially_supported,partial,good,model_or_assay_context,Androgen exposure inhibited a leukemia cell line.
tmkp-2026-04-21-edge-audit-batch-002-0610,codex-manual,2026-05-04,supported,good,good,,Thyrotroph adenomas treated with thyroid hormone underwent growth arrest.
tmkp-2026-04-21-edge-audit-batch-002-0611,codex-manual,2026-05-04,unsupported,bad,bad,biomarker_or_expression_context|normalization_error,Von Willebrand factor was a biomarker associated with arterial disease.
tmkp-2026-04-21-edge-audit-batch-002-0612,codex-manual,2026-05-04,supported,good,good,model_or_assay_context,Macitentan decreased proteinuria in diabetic rats.
tmkp-2026-04-21-edge-audit-batch-002-0613,codex-manual,2026-05-04,supported,good,good,,Nifuroxazide was compared for treatment of acute diarrhea.
tmkp-2026-04-21-edge-audit-batch-002-0614,codex-manual,2026-05-04,unsupported,bad,bad,normalization_error,DOPS nanovesicles are not droxidopa.
tmkp-2026-04-21-edge-audit-batch-002-0615,codex-manual,2026-05-04,supported,good,good,,Chloroquine is first line treatment against vivax malaria blood stages.
tmkp-2026-04-21-edge-audit-batch-002-0616,codex-manual,2026-05-04,supported,good,good,,Prazosin had bronchodilator activity in asthma patients.
tmkp-2026-04-21-edge-audit-batch-002-0617,codex-manual,2026-05-04,supported,good,good,,Carnitine supplementation is recommended in selected dialysis patients with myopathy.
tmkp-2026-04-21-edge-audit-batch-002-0618,codex-manual,2026-05-04,supported,good,good,,7-nitroindazole efficacy was tested during focal cerebral ischemia.
tmkp-2026-04-21-edge-audit-batch-002-0619,codex-manual,2026-05-04,supported,good,good,combination_treatment_context,MSM was tested in combination therapy for bladder cancer.
tmkp-2026-04-21-edge-audit-batch-002-0620,codex-manual,2026-05-04,unsupported,bad,bad,normalization_error,ASM means airway smooth muscle cells not aggressive systemic mastocytosis.
tmkp-2026-04-21-edge-audit-batch-002-0621,codex-manual,2026-05-04,supported,good,good,limited_efficacy_context,Vitamin C is used for early stage macular degeneration with limited efficacy.
tmkp-2026-04-21-edge-audit-batch-002-0622,codex-manual,2026-05-04,supported,good,good,,Pevonedistat is in clinical trials for hematological tumors.
tmkp-2026-04-21-edge-audit-batch-002-0623,codex-manual,2026-05-04,unsupported,bad,good,inverse_or_antagonist_context,Hypericin antagonized etoposide DNA damage in leukemia cells.
tmkp-2026-04-21-edge-audit-batch-002-0624,codex-manual,2026-05-04,unsupported,bad,good,cohort_or_exposure_context,Pibrentasvir treated HCV in patients with HIV coinfection.
tmkp-2026-04-21-edge-audit-batch-002-0625,codex-manual,2026-05-04,unsupported,bad,good,cohort_or_exposure_context,Cangrelor platelet inhibition was measured in breast cancer patients.
tmkp-2026-04-21-edge-audit-batch-002-0626,codex-manual,2026-05-04,supported,good,good,model_or_assay_context,Cetuximab inhibited proliferation in cervical tumors.
tmkp-2026-04-21-edge-audit-batch-002-0627,codex-manual,2026-05-04,supported,good,good,,Imatinib produced long term remission of lymphocytic hypereosinophilic syndrome.
tmkp-2026-04-21-edge-audit-batch-002-0628,codex-manual,2026-05-04,unsupported,bad,good,adverse_event_context,Olaparib treated patients developed oral cavity squamous cell carcinoma.
tmkp-2026-04-21-edge-audit-batch-002-0629,codex-manual,2026-05-04,supported,good,good,,Cipargamin is used for falciparum and vivax malaria.
tmkp-2026-04-21-edge-audit-batch-002-0630,codex-manual,2026-05-04,unsupported,bad,good,treatment_of_other_condition,Samarium-153-EDTMP is for palliation of bone metastases not lymphoma.
