audit_id,manual_reviewer,manual_reviewed_at,manual_edge_support,manual_predicate_fit,manual_normalization_fit,manual_error_tags,manual_notes
tmkp-2026-04-21-edge-audit-batch-002-1201,codex-manual,2026-05-04,supported,good,good,,Lasmiditan adverse events included muscular weakness.
tmkp-2026-04-21-edge-audit-batch-002-1202,codex-manual,2026-05-04,partially_supported,partial,good,inverse_context,Decreased estrogen triggered sleep disturbances.
tmkp-2026-04-21-edge-audit-batch-002-1203,codex-manual,2026-05-04,supported,good,good,,Mepolizumab adverse events included edema.
tmkp-2026-04-21-edge-audit-batch-002-1204,codex-manual,2026-05-04,supported,good,good,,Homocysteine thiolactone induced generalized seizures.
tmkp-2026-04-21-edge-audit-batch-002-1205,codex-manual,2026-05-04,supported,good,good,,Cilnidipine adverse effects include vomiting.
tmkp-2026-04-21-edge-audit-batch-002-1206,codex-manual,2026-05-04,supported,good,good,,Vomiting was observed with radium-223.
tmkp-2026-04-21-edge-audit-batch-002-1207,codex-manual,2026-05-04,partially_supported,partial,good,weak_or_comparator_context,Edema rates with MSDC-0160 were close to placebo and dose inconsistent.
tmkp-2026-04-21-edge-audit-batch-002-1208,codex-manual,2026-05-04,supported,good,good,,Carbenoxolone caused fetal growth retardation in rats.
tmkp-2026-04-21-edge-audit-batch-002-1209,codex-manual,2026-05-04,supported,good,good,,Celecoxib adverse events included vomiting.
tmkp-2026-04-21-edge-audit-batch-002-1210,codex-manual,2026-05-04,unsupported,bad,bad,abbreviation_collision,CAI was a syndrome abbreviation not carboxyamidotriazole.
tmkp-2026-04-21-edge-audit-batch-002-1211,codex-manual,2026-05-04,supported,good,good,,Synthetic cathinone ingestion was associated with hyperthermia.
tmkp-2026-04-21-edge-audit-batch-002-1212,codex-manual,2026-05-04,supported,good,good,,Pyrexia occurred with encorafenib.
tmkp-2026-04-21-edge-audit-batch-002-1213,codex-manual,2026-05-04,supported,good,good,,Lornoxicam injection produced greater edema than saline.
tmkp-2026-04-21-edge-audit-batch-002-1214,codex-manual,2026-05-04,unsupported,bad,good,treatment_context,Haloperidol was described as treatment for nausea and vomiting.
tmkp-2026-04-21-edge-audit-batch-002-1215,codex-manual,2026-05-04,supported,good,good,,D-allulose ingestion caused abdominal pain.
tmkp-2026-04-21-edge-audit-batch-002-1216,codex-manual,2026-05-04,supported,good,good,,Curcumin was discontinued due to abdominal pain.
tmkp-2026-04-21-edge-audit-batch-002-1217,codex-manual,2026-05-04,supported,good,good,,Manipulation of perinatal serotonin levels induced behavioral abnormalities.
tmkp-2026-04-21-edge-audit-batch-002-1218,codex-manual,2026-05-04,supported,good,good,,Dasatinib re-initiation was followed by recurrent muscle weakness.
tmkp-2026-04-21-edge-audit-batch-002-1219,codex-manual,2026-05-04,unsupported,bad,good,negation_or_hedging,No renal function abnormality was observed with cefoxitin.
