audit_id,manual_reviewer,manual_reviewed_at,manual_edge_support,manual_predicate_fit,manual_normalization_fit,manual_error_tags,manual_notes
tmkp-2026-04-21-edge-audit-batch-002-2701,codex-manual,2026-05-04,supported,good,good,,RRM1 inhibition by siRNA results in cell growth retardation
tmkp-2026-04-21-edge-audit-batch-002-2702,codex-manual,2026-05-04,supported,good,good,treatment_context,Bacitracin is discussed as treatment for cutaneous infections
tmkp-2026-04-21-edge-audit-batch-002-2703,codex-manual,2026-05-04,partially_supported,partial,bad,family_mention_fanout,TNF alpha may contribute to capsular contracture but subject maps to EDA
tmkp-2026-04-21-edge-audit-batch-002-2704,codex-manual,2026-05-04,unsupported,bad,bad,wrong_subject,TAP1 gene dimorphism in myoclonic epilepsy does not support XRN2
tmkp-2026-04-21-edge-audit-batch-002-2705,codex-manual,2026-05-04,unsupported,bad,bad,wrong_subject,PTPRQ loss causes vestibular dysfunction but subject is PTPRR
tmkp-2026-04-21-edge-audit-batch-002-2706,codex-manual,2026-05-04,partially_supported,partial,good,interacting_gene_context,TBC1D24 is an ARF6 interacting protein mutated in myoclonic epilepsy
tmkp-2026-04-21-edge-audit-batch-002-2707,codex-manual,2026-05-04,supported,good,good,,FGFR3 related chondrodysplasias cause longitudinal bone growth retardation
tmkp-2026-04-21-edge-audit-batch-002-2708,codex-manual,2026-05-04,supported,good,good,,GATAD2B mutations are associated with neurodevelopmental disorders presenting with macrocephaly
tmkp-2026-04-21-edge-audit-batch-002-2709,codex-manual,2026-05-04,supported,partial,good,combined_knockout_context,Triple null mice lacking amphiregulin show growth retardation
tmkp-2026-04-21-edge-audit-batch-002-2710,codex-manual,2026-05-04,partially_supported,partial,good,combined_model_context,Ift88 hypomorphic allele combined with Bbs7 knockout causes abnormal limb development
tmkp-2026-04-21-edge-audit-batch-002-2711,codex-manual,2026-05-04,partially_supported,partial,good,candidate_screen_context,KCNJ3 was analyzed as a related candidate gene in juvenile myoclonic epilepsy
tmkp-2026-04-21-edge-audit-batch-002-2712,codex-manual,2026-05-04,partially_supported,partial,good,inverse_or_protective_context,PAI1 deficiency increases edema indicating normal PAI1 limits the phenotype
