audit_id,manual_reviewer,manual_reviewed_at,manual_edge_support,manual_predicate_fit,manual_normalization_fit,manual_error_tags,manual_notes
tmkp-2026-04-21-edge-audit-batch-002-0801,codex-manual,2026-05-04,partially_supported,good,partial,family_mention_fanout,Miconazole inhibited VEGF expression but VEGF was overnormalized to VEGFB.
tmkp-2026-04-21-edge-audit-batch-002-0802,codex-manual,2026-05-04,supported,good,good,model_or_assay_context,Growth hormone induced FoxM1 expression in old mouse liver.
tmkp-2026-04-21-edge-audit-batch-002-0803,codex-manual,2026-05-04,supported,good,good,,D-glucose treatment upregulated renin expression.
tmkp-2026-04-21-edge-audit-batch-002-0804,codex-manual,2026-05-04,unsupported,bad,partial,assay_marker_context,Annexin V positivity was an apoptosis assay readout after kinase inhibitor treatment.
tmkp-2026-04-21-edge-audit-batch-002-0805,codex-manual,2026-05-04,unsupported,bad,bad,normalization_error,PGF2 alpha is a prostaglandin chemical not PGF.
tmkp-2026-04-21-edge-audit-batch-002-0806,codex-manual,2026-05-04,unsupported,bad,good,model_or_assay_context,Fenoldopam induced arteritis but the text only describes measuring TGF beta1.
tmkp-2026-04-21-edge-audit-batch-002-0807,codex-manual,2026-05-04,supported,good,good,,rhGH intervention increased Pxmp4 expression after CTX treatment.
tmkp-2026-04-21-edge-audit-batch-002-0808,codex-manual,2026-05-04,supported,good,good,,Gut-derived serotonin attenuated lipocalin 2 release.
tmkp-2026-04-21-edge-audit-batch-002-0809,codex-manual,2026-05-04,unsupported,bad,bad,abbreviation_collision,THR refers to thyroid hormone receptor activity not threonine.
tmkp-2026-04-21-edge-audit-batch-002-0810,codex-manual,2026-05-04,unsupported,bad,bad,abbreviation_collision,PCC refers to tumor type context not factor IX complex.
tmkp-2026-04-21-edge-audit-batch-002-0811,codex-manual,2026-05-04,supported,good,good,,Fentanyl stimulated cdk5-mediated phosphorylation signaling.
tmkp-2026-04-21-edge-audit-batch-002-0812,codex-manual,2026-05-04,supported,good,good,model_or_assay_context,Magnesium treatment increased IL-4 secretion.
tmkp-2026-04-21-edge-audit-batch-002-0813,codex-manual,2026-05-04,supported,good,good,,DHA stimulated TRAIL-induced apoptosis with Bak activation.
tmkp-2026-04-21-edge-audit-batch-002-0814,codex-manual,2026-05-04,unsupported,bad,bad,cell_line_normalization,KPL-1 is a cell line rather than PLEKHB1.
tmkp-2026-04-21-edge-audit-batch-002-0815,codex-manual,2026-05-04,unsupported,bad,bad,normalization_error,HIF-1 was normalized to SETD2.
tmkp-2026-04-21-edge-audit-batch-002-0816,codex-manual,2026-05-04,supported,good,good,,Lycopene prevented increased AChE activity.
tmkp-2026-04-21-edge-audit-batch-002-0817,codex-manual,2026-05-04,partially_supported,good,partial,family_mention_fanout,Calcitriol increased VEGF expression but the specific VEGFB mapping is uncertain.
tmkp-2026-04-21-edge-audit-batch-002-0818,codex-manual,2026-05-04,partially_supported,partial,bad,normalization_error,Wortmannin inhibited LC3 production but LC3 was normalized to MAP1A.
tmkp-2026-04-21-edge-audit-batch-002-0819,codex-manual,2026-05-04,partially_supported,good,bad,normalization_error,Betaine reduced TNF alpha mRNA but TNF was normalized to EDA.
tmkp-2026-04-21-edge-audit-batch-002-0820,codex-manual,2026-05-04,supported,good,good,,Forskolin decreased H2AX phosphorylation after ionizing radiation.
tmkp-2026-04-21-edge-audit-batch-002-0821,codex-manual,2026-05-04,unsupported,bad,bad,subject_object_swap,SphK1 plasmid increased FGF-2 expression rather than FGF-2 affecting SphK1.
tmkp-2026-04-21-edge-audit-batch-002-0822,codex-manual,2026-05-04,supported,good,good,,Berberine inhibited OCT3-mediated monoamine uptake.
tmkp-2026-04-21-edge-audit-batch-002-0823,codex-manual,2026-05-04,supported,good,good,,IL-1RA reduced TLR4 expression.
tmkp-2026-04-21-edge-audit-batch-002-0824,codex-manual,2026-05-04,partially_supported,good,bad,normalization_error,Mustard seed suppressed TNF alpha mRNA but TNF was normalized to TNFSF18.
tmkp-2026-04-21-edge-audit-batch-002-0825,codex-manual,2026-05-04,partially_supported,partial,good,combination_treatment_context,Thiorphan was part of a combination that attenuated Caspase-3 cascades.
