audit_id,manual_reviewer,manual_reviewed_at,manual_edge_support,manual_predicate_fit,manual_normalization_fit,manual_error_tags,manual_notes
tmkp-2026-04-21-edge-audit-batch-002-2301,codex-manual,2026-05-04,unsupported,bad,good,method_context,COXII and calreticulin are antibody reagents with no causal relation
tmkp-2026-04-21-edge-audit-batch-002-2302,codex-manual,2026-05-04,unsupported,bad,bad,wrong_subject,S1P stimulation affects ZO1 localization but subject maps to NHERF2
tmkp-2026-04-21-edge-audit-batch-002-2303,codex-manual,2026-05-04,unsupported,bad,bad,amino_acid_mention,K81R is a mutation in EAF2 and not KRT81
tmkp-2026-04-21-edge-audit-batch-002-2304,codex-manual,2026-05-04,unsupported,bad,good,parallel_effects_only,Claudin5 and occludin are co-suppressed but no causal relation is shown
tmkp-2026-04-21-edge-audit-batch-002-2305,codex-manual,2026-05-04,supported,good,good,,NPM1 potentiates androgen receptor action through direct interaction
tmkp-2026-04-21-edge-audit-batch-002-2306,codex-manual,2026-05-04,unsupported,bad,bad,nonhuman_context|wrong_object,C elegans fog mutant context does not support TOB1 to SUPT5H
tmkp-2026-04-21-edge-audit-batch-002-2307,codex-manual,2026-05-04,supported,good,good,,IL6 upregulates motility through activation of Src signaling
tmkp-2026-04-21-edge-audit-batch-002-2308,codex-manual,2026-05-04,supported,partial,partial,peptide_vs_gene_context,Angiotensin II activates ELK1 downstream signaling
tmkp-2026-04-21-edge-audit-batch-002-2309,codex-manual,2026-05-04,partially_supported,partial,bad,object_normalization_error,Negative genetic interaction is between PBRM1 and BAP1 not MAGI1
tmkp-2026-04-21-edge-audit-batch-002-2310,codex-manual,2026-05-04,partially_supported,partial,good,apoptosis_cascade_context,Apaf1 upregulation and DFF45 activation occur in the same apoptosis cascade
tmkp-2026-04-21-edge-audit-batch-002-2311,codex-manual,2026-05-04,unsupported,bad,good,knockout_rescue_context,IL15 pretreatment restores cytokines in IRF1 knockout grafts but does not cause IRF1
tmkp-2026-04-21-edge-audit-batch-002-2312,codex-manual,2026-05-04,supported,good,good,,Tbx1 interacts with Srf and promotes proteasome mediated degradation
tmkp-2026-04-21-edge-audit-batch-002-2313,codex-manual,2026-05-04,unsupported,bad,good,parallel_effects_only,Fgf15 and Fgf8 have opposite effects on shared targets but no Fgf15 to Fgf8 edge
tmkp-2026-04-21-edge-audit-batch-002-2314,codex-manual,2026-05-04,unsupported,bad,bad,wrong_object|stimulus_context,ROCK1 is critical in TNF stimulated signaling but does not cause TNFSF12
tmkp-2026-04-21-edge-audit-batch-002-2315,codex-manual,2026-05-04,unsupported,bad,bad,wrong_object|response_modulation_context,RGC32 promotes TNF induced cell interaction but does not cause TNFSF9
tmkp-2026-04-21-edge-audit-batch-002-2316,codex-manual,2026-05-04,unsupported,bad,bad,response_context|wrong_object,Hsp27 alters response to TNF induction but does not cause CD40LG
tmkp-2026-04-21-edge-audit-batch-002-2317,codex-manual,2026-05-04,unsupported,bad,good,parallel_pathway_effects,Dusp6 and Sef are separate negative regulators with no causal relation
tmkp-2026-04-21-edge-audit-batch-002-2318,codex-manual,2026-05-04,unsupported,bad,good,list_context,TLR5 and RBP1 are in induced gene lists without a causal edge
tmkp-2026-04-21-edge-audit-batch-002-2319,codex-manual,2026-05-04,supported,good,good,,PIAS1 coactivates CP2c and CP2b mediated alpha globin expression
tmkp-2026-04-21-edge-audit-batch-002-2320,codex-manual,2026-05-04,unsupported,bad,bad,wrong_subject|wrong_object,Beta arrestin 2 scaffold for MIP1 beta chemotaxis is not SAG to MIPEP
tmkp-2026-04-21-edge-audit-batch-002-2321,codex-manual,2026-05-04,unsupported,bad,good,wrong_direction,TSG6 requires CD44 for anti inflammatory effect but CD44 does not cause TSG6
tmkp-2026-04-21-edge-audit-batch-002-2322,codex-manual,2026-05-04,supported,good,good,,Resistin binds CAP1 receptor and activates downstream inflammatory pathways
tmkp-2026-04-21-edge-audit-batch-002-2323,codex-manual,2026-05-04,partially_supported,partial,good,protein_complex_context,Ppp6c regulates Aurora A bound to TPX2 rather than directly causing TPX2
tmkp-2026-04-21-edge-audit-batch-002-2324,codex-manual,2026-05-04,unsupported,bad,bad,nonhuman_context|object_normalization_error,C elegans gpn lon genetic interaction does not map to human LONP1
tmkp-2026-04-21-edge-audit-batch-002-2325,codex-manual,2026-05-04,unsupported,bad,bad,wrong_subject|parallel_effects_only,CCR2 and CCR4 antagonists are parallel migration inhibitors and RETSAT is unsupported
tmkp-2026-04-21-edge-audit-batch-002-2326,codex-manual,2026-05-04,unsupported,bad,bad,glossary_only,ST2 and tumor necrosis factor receptor terms appear in a glossary only
tmkp-2026-04-21-edge-audit-batch-002-2327,codex-manual,2026-05-04,unsupported,bad,bad,wrong_object|stimulus_context,APE1 antibody modifies TNF stimulated VCAM response but does not cause TNFSF12
tmkp-2026-04-21-edge-audit-batch-002-2328,codex-manual,2026-05-04,supported,partial,bad,object_family_context,ELK1 SRF activates cyclin D transcription but object is CCND2 specific
tmkp-2026-04-21-edge-audit-batch-002-2329,codex-manual,2026-05-04,partially_supported,partial,good,response_modulation_context,YAP1 overexpression suppresses apoptosis mediated by MST1
tmkp-2026-04-21-edge-audit-batch-002-2330,codex-manual,2026-05-04,unsupported,bad,good,combination_therapy_context,PDL1 blockade and CD27 agonism are combined therapies with no causal edge
tmkp-2026-04-21-edge-audit-batch-002-2331,codex-manual,2026-05-04,unsupported,bad,bad,wrong_subject,NRG1 demyelination response in Hsp70 knockout cultures is not GDF15 support
tmkp-2026-04-21-edge-audit-batch-002-2332,codex-manual,2026-05-04,partially_supported,partial,good,pathway_modulation_context,ALDH2 stabilizes PDL1 by inhibiting SPOP mediated ubiquitination
tmkp-2026-04-21-edge-audit-batch-002-2333,codex-manual,2026-05-04,supported,good,good,,IL6 modulates JAK STAT signaling and induces STAT1 binding to the PPARA promoter
tmkp-2026-04-21-edge-audit-batch-002-2334,codex-manual,2026-05-04,unsupported,bad,bad,method_context,Cre ERT2 and CRISPR Cas9 methods do not support MAPK3 to CTNND1
tmkp-2026-04-21-edge-audit-batch-002-2335,codex-manual,2026-05-04,supported,good,good,,Runx1 deficiency causes Ebf1 downregulation during B cell development
tmkp-2026-04-21-edge-audit-batch-002-2336,codex-manual,2026-05-04,unsupported,bad,bad,object_normalization_error,Grg3 acts with Pdx1 but object is normalized to PDHX
tmkp-2026-04-21-edge-audit-batch-002-2337,codex-manual,2026-05-04,supported,good,good,,MCPIP induces COX2 among HIF1A target genes
tmkp-2026-04-21-edge-audit-batch-002-2338,codex-manual,2026-05-04,partially_supported,partial,bad,family_mention_fanout,mPGES1 PGE2 signaling promotes VEGF release but VEGFD is not specific
tmkp-2026-04-21-edge-audit-batch-002-2339,codex-manual,2026-05-04,unsupported,bad,good,method_context,Serum albumin is used for blocking and FAS is an antibody target
tmkp-2026-04-21-edge-audit-batch-002-2340,codex-manual,2026-05-04,partially_supported,partial,good,pathway_dependency_context,WNT10B response is abolished by interfering with HMGA2
tmkp-2026-04-21-edge-audit-batch-002-2341,codex-manual,2026-05-04,unsupported,bad,good,parallel_roles_only,PLAG1 and PLAGL1 are described as having different tumor roles without a causal edge
tmkp-2026-04-21-edge-audit-batch-002-2342,codex-manual,2026-05-04,unsupported,bad,good,model_driver_context,Wnt1 Cre is a model driver and not caused by ITPR1
tmkp-2026-04-21-edge-audit-batch-002-2343,codex-manual,2026-05-04,unsupported,bad,good,treatment_context,Renin angiotensin blockers are treatment context and not caused by PLA2R1
tmkp-2026-04-21-edge-audit-batch-002-2344,codex-manual,2026-05-04,unsupported,bad,good,response_dependency_context,Nfatc4 knockout affects TNF mediated apoptosis but does not cause TNF
tmkp-2026-04-21-edge-audit-batch-002-2345,codex-manual,2026-05-04,unsupported,bad,bad,chemical_vs_gene_error,AZ1 activates p53 in cells but is not TINAGL1
