audit_id,manual_reviewer,manual_reviewed_at,manual_edge_support,manual_predicate_fit,manual_normalization_fit,manual_error_tags,manual_notes
tmkp-2026-04-21-edge-audit-batch-001-1951,codex-manual,2026-05-04,supported,good,good,genetic_model_context,Sox11 deficient mice showed Peters anomaly phenotypes
tmkp-2026-04-21-edge-audit-batch-001-1952,codex-manual,2026-05-04,supported,good,good,prognostic_association,GLI1 overexpression conferred adverse prognosis in AML
tmkp-2026-04-21-edge-audit-batch-001-1953,codex-manual,2026-05-04,supported,good,good,risk_association,reduced ERCC2 expression may increase cervical carcinoma risk
tmkp-2026-04-21-edge-audit-batch-001-1954,codex-manual,2026-05-04,unsupported,bad,good,inverse_or_tumor_suppressor_context,FBLN3 expression suppressed lung adenocarcinoma invasion
tmkp-2026-04-21-edge-audit-batch-001-1955,codex-manual,2026-05-04,partially_supported,partial,partial,generic_object|context_dependent_role,JunD is described as oncoprotein changed into tumor suppressor by menin
tmkp-2026-04-21-edge-audit-batch-001-1956,codex-manual,2026-05-04,unsupported,bad,bad,abbreviation_collision|object_mismatch,MDS means myelodysplastic syndrome not Miller-Dieker lissencephaly syndrome
tmkp-2026-04-21-edge-audit-batch-001-1957,codex-manual,2026-05-04,unsupported,bad,bad,object_mismatch,Rab4 evidence supports SLE manifestations not EXCESS LMW-DNA
tmkp-2026-04-21-edge-audit-batch-001-1958,codex-manual,2026-05-04,unsupported,bad,bad,object_mismatch,sPECAM was increased in polycystic ovary syndrome not androgen excess
tmkp-2026-04-21-edge-audit-batch-001-1959,codex-manual,2026-05-04,unsupported,bad,bad,normalization_error|abbreviation_collision,CDR3 and pSS patient context do not support RUNX1T1 or peeling skin syndrome
tmkp-2026-04-21-edge-audit-batch-001-1960,codex-manual,2026-05-04,supported,good,good,mechanism_context,SphK1 pathway is critical in diabetic nephropathy pathogenesis
tmkp-2026-04-21-edge-audit-batch-001-1961,codex-manual,2026-05-04,supported,good,good,genetic_model_context,Ptchd1 knockout mice displayed ADHD-like behaviors
tmkp-2026-04-21-edge-audit-batch-001-1962,codex-manual,2026-05-04,supported,good,good,mechanism_context,IGF2 expression regulation was linked to esophageal tumorigenesis
tmkp-2026-04-21-edge-audit-batch-001-1963,codex-manual,2026-05-04,supported,good,good,genetic_association,HLA-DQB1 allele sharing was associated with recurrent hepatitis
tmkp-2026-04-21-edge-audit-batch-001-1964,codex-manual,2026-05-04,unsupported,bad,good,inverse_or_tumor_suppressor_context,IGFBP-3 administration inhibited metastatic melanoma growth
tmkp-2026-04-21-edge-audit-batch-001-1965,codex-manual,2026-05-04,partially_supported,partial,good,target_context,PTP1B inhibition was proposed as therapy for type 2 diabetes
