audit_id,manual_reviewer,manual_reviewed_at,manual_edge_support,manual_predicate_fit,manual_normalization_fit,manual_error_tags,manual_notes
tmkp-2026-04-21-edge-audit-batch-001-2351,codex-manual,2026-05-04,unsupported,bad,bad,normalization_error|method_context,Cas is from CRISPR Cas9 and not CSE1L
tmkp-2026-04-21-edge-audit-batch-001-2352,codex-manual,2026-05-04,unsupported,bad,bad,treatment_combination|normalization_error,Gal-1 siRNA and PD-1 blockade are combined treatments without causal relation
tmkp-2026-04-21-edge-audit-batch-001-2353,codex-manual,2026-05-04,unsupported,bad,partial,inverse_relation,Beta-arrestin recruits Smurf2 rather than Smurf2 causing arrestin
tmkp-2026-04-21-edge-audit-batch-001-2354,codex-manual,2026-05-04,partially_supported,partial,partial,pathway_context|family_mention_fanout,LIF signaling and Erk inhibition are pathway contexts for pluripotency factors
tmkp-2026-04-21-edge-audit-batch-001-2355,codex-manual,2026-05-04,unsupported,bad,bad,normalization_error|inverse_relation,TNF is implicated in Pf4-mediated inhibition and TNF is not TNFSF4
tmkp-2026-04-21-edge-audit-batch-001-2356,codex-manual,2026-05-04,unsupported,bad,good,assay_control_context,p120GAP is used as an immunoblot loading control
tmkp-2026-04-21-edge-audit-batch-001-2357,codex-manual,2026-05-04,unsupported,bad,good,inverse_relation,CHD2 is required for NKX2-1 target gene induction
tmkp-2026-04-21-edge-audit-batch-001-2358,codex-manual,2026-05-04,unsupported,bad,partial,transgenic_promoter_context,Beta-actin promoter drives Trx overexpression and is not affected by Trx
tmkp-2026-04-21-edge-audit-batch-001-2359,codex-manual,2026-05-04,partially_supported,partial,partial,family_mention_fanout,E2F5 with p130 inhibits E2F-induced cell-cycle entry
tmkp-2026-04-21-edge-audit-batch-001-2360,codex-manual,2026-05-04,unsupported,bad,bad,normalization_error|pathway_context,Ubc13 affects TNF-mediated signaling and TNF was normalized to TNFSF4
tmkp-2026-04-21-edge-audit-batch-001-2361,codex-manual,2026-05-04,partially_supported,partial,good,pathway_context,ACAT1 silencing inhibits SIRT5 cellular effects
tmkp-2026-04-21-edge-audit-batch-001-2362,codex-manual,2026-05-04,unsupported,bad,bad,normalization_error,ASP therapy and protein C levels are misnormalized as aspartic acid and salivary protein
tmkp-2026-04-21-edge-audit-batch-001-2363,codex-manual,2026-05-04,unsupported,bad,bad,normalization_error|negation_or_hedging,RIP2 and IRF3 expression failed to induce the response
tmkp-2026-04-21-edge-audit-batch-001-2364,codex-manual,2026-05-04,unsupported,bad,good,parallel_knockout_context,Ccnd2 null and Nkx6.1 deficiency show similar phenotypes without causal relation
tmkp-2026-04-21-edge-audit-batch-001-2365,codex-manual,2026-05-04,unsupported,bad,good,genetic_model_context,APC min is the model and p120-catenin controls tumorigenicity separately
tmkp-2026-04-21-edge-audit-batch-001-2366,codex-manual,2026-05-04,supported,good,good,pathway_context,Loss of Pkhd1 suppresses the PDK1 AKT pathway
tmkp-2026-04-21-edge-audit-batch-001-2367,codex-manual,2026-05-04,unsupported,bad,bad,self_loop|ortholog_alias,SirT1 and Sir2 are ortholog alias context for a self-loop
tmkp-2026-04-21-edge-audit-batch-001-2368,codex-manual,2026-05-04,unsupported,bad,good,cell_marker_context,CD4 is a T cell marker in SMAR1 transgenic cells
