audit_id,manual_reviewer,manual_reviewed_at,manual_edge_support,manual_predicate_fit,manual_normalization_fit,manual_error_tags,manual_notes
tmkp-2026-04-21-edge-audit-batch-001-2801,codex-manual,2026-05-04,supported,good,good,mechanism_context,IL-10 promotes lymphovascular invasion in inflammatory breast cancer cells
tmkp-2026-04-21-edge-audit-batch-001-2802,codex-manual,2026-05-04,unsupported,bad,bad,normalization_error,EOC means epithelial ovarian cancer and not Harding ataxia
tmkp-2026-04-21-edge-audit-batch-001-2803,codex-manual,2026-05-04,unsupported,bad,good,inverse_relation,Insufficient IL-10 permits inflammation that contributes to cancer growth
tmkp-2026-04-21-edge-audit-batch-001-2804,codex-manual,2026-05-04,supported,good,good,treatment_context,Interferon alpha-2a was used in chemoimmunotherapy for malignant mesothelioma
tmkp-2026-04-21-edge-audit-batch-001-2805,codex-manual,2026-05-04,unsupported,bad,bad,normalization_error,CEC refers to circulating endothelial cells and not celiac epilepsy calcification syndrome
tmkp-2026-04-21-edge-audit-batch-001-2806,codex-manual,2026-05-04,supported,good,good,treatment_context,Anxiety improved after beinaglutide treatment
tmkp-2026-04-21-edge-audit-batch-001-2807,codex-manual,2026-05-04,partially_supported,partial,good,combination_treatment_context,Anxiety improved during a multi-drug regimen including desmopressin
tmkp-2026-04-21-edge-audit-batch-001-2808,codex-manual,2026-05-04,partially_supported,partial,good,metabolite_risk_context,Sarcosine pathway metabolites have been linked to cardiovascular disease risk
tmkp-2026-04-21-edge-audit-batch-001-2809,codex-manual,2026-05-04,partially_supported,partial,bad,normalization_error,Panitumumab was evaluated in metastatic cancer but object is normalized as tumor embolism
tmkp-2026-04-21-edge-audit-batch-001-2810,codex-manual,2026-05-04,unsupported,bad,bad,list_or_cross_product|normalization_error,Activated protein C resistance and diabetic neuropathy are co-listed patient problems
tmkp-2026-04-21-edge-audit-batch-001-2811,codex-manual,2026-05-04,partially_supported,partial,good,association_context,Amino acids are described as having higher prior association with hypertriglyceridemia
tmkp-2026-04-21-edge-audit-batch-001-2812,codex-manual,2026-05-04,supported,good,good,mechanism_context,Abnormal lysozyme secretion may confer risk for IBD development
tmkp-2026-04-21-edge-audit-batch-001-2813,codex-manual,2026-05-04,supported,good,good,treatment_context,TUDCA is neuroprotective in neurological disease models
tmkp-2026-04-21-edge-audit-batch-001-2814,codex-manual,2026-05-04,supported,good,good,treatment_context,NOV-002 enhances anti-tumor responsiveness in tumor models
tmkp-2026-04-21-edge-audit-batch-001-2815,codex-manual,2026-05-04,unsupported,bad,bad,normalization_error,Tocilizumab was added for an inflammatory syndrome not proctitis
tmkp-2026-04-21-edge-audit-batch-001-2816,codex-manual,2026-05-04,unsupported,bad,bad,normalization_error,Same refers to family members and not ademetionine
tmkp-2026-04-21-edge-audit-batch-001-2817,codex-manual,2026-05-04,supported,good,good,treatment_context,Dalotuzumab was evaluated in endometrial cancer
tmkp-2026-04-21-edge-audit-batch-001-2818,codex-manual,2026-05-04,unsupported,bad,good,predicate_mismatch,IL-11 roles in lung disease motivate therapeutics but Neumega is not treating lung disease
tmkp-2026-04-21-edge-audit-batch-001-2819,codex-manual,2026-05-04,unsupported,bad,bad,normalization_error,Same refers to a treatment schedule and not ademetionine
tmkp-2026-04-21-edge-audit-batch-001-2820,codex-manual,2026-05-04,unsupported,bad,good,adverse_therapy_context,Interleukin-2 therapy is listed as a possible trigger context and not treatment for Castleman disease
