audit_id,manual_reviewer,manual_reviewed_at,manual_edge_support,manual_predicate_fit,manual_normalization_fit,manual_error_tags,manual_notes
tmkp-2026-04-21-edge-audit-batch-001-1851,codex-manual,2026-05-04,partially_supported,partial,good,biomarker_or_expression_only|model_or_assay_context,Cthrc1 source was described in dysferlinopathy model muscle
tmkp-2026-04-21-edge-audit-batch-001-1852,codex-manual,2026-05-04,partially_supported,partial,good,biomarker_or_expression_only,claudin 1 expression was perturbed in colon tumors
tmkp-2026-04-21-edge-audit-batch-001-1853,codex-manual,2026-05-04,supported,good,good,genetic_model_context,lack of GNB3 signaling caused blindness
tmkp-2026-04-21-edge-audit-batch-001-1854,codex-manual,2026-05-04,unsupported,bad,bad,family_mention_fanout|normalization_error,TNF alpha polymorphism evidence does not support TNFSF13
tmkp-2026-04-21-edge-audit-batch-001-1855,codex-manual,2026-05-04,unsupported,bad,good,gene_name_context|object_mismatch,lymphoma occurs in Bcl-2 gene name rather than disease context
tmkp-2026-04-21-edge-audit-batch-001-1856,codex-manual,2026-05-04,supported,good,good,genetic_association,PGM1 deficiency is a metabolic disorder
tmkp-2026-04-21-edge-audit-batch-001-1857,codex-manual,2026-05-04,partially_supported,partial,good,biomarker_or_expression_only,malignant paraganglioma may produce IL-6
tmkp-2026-04-21-edge-audit-batch-001-1858,codex-manual,2026-05-04,partially_supported,partial,good,model_or_assay_context,inhibition of PAR-4 produced hepatic pathology in liver disease model
tmkp-2026-04-21-edge-audit-batch-001-1859,codex-manual,2026-05-04,partially_supported,partial,good,biomarker_or_expression_only,Cdx2 was studied as diagnostic marker in bronchioloalveolar carcinoma
tmkp-2026-04-21-edge-audit-batch-001-1860,codex-manual,2026-05-04,supported,good,good,mechanism_context,hepcidin reduction leads to iron accumulation and heart disease
tmkp-2026-04-21-edge-audit-batch-001-1861,codex-manual,2026-05-04,unsupported,bad,bad,normalization_error|wrong_gene,MIP-1 alpha glioblastoma evidence was normalized to MIPEP
tmkp-2026-04-21-edge-audit-batch-001-1862,codex-manual,2026-05-04,unsupported,bad,bad,object_mismatch,HIV mention does not support HIV associated nephropathy
tmkp-2026-04-21-edge-audit-batch-001-1863,codex-manual,2026-05-04,unsupported,bad,bad,family_mention_fanout|normalization_error,TNF binding protein in renal failure urine does not support TNFSF18
