audit_id,manual_reviewer,manual_reviewed_at,manual_edge_support,manual_predicate_fit,manual_normalization_fit,manual_error_tags,manual_notes
tmkp-2026-04-21-edge-audit-batch-001-2051,codex-manual,2026-05-04,unsupported,bad,bad,abbreviation_collision|normalization_error,Mon and CAD are not TRIM33 and cold agglutinin disease here
tmkp-2026-04-21-edge-audit-batch-001-2052,codex-manual,2026-05-04,supported,good,good,mechanism_context,CD14 monocytes were proposed in HIV neurological disorder pathogenesis
tmkp-2026-04-21-edge-audit-batch-001-2053,codex-manual,2026-05-04,supported,good,good,prognostic_association,PEA3 expression correlated with late stage metastatic disease
tmkp-2026-04-21-edge-audit-batch-001-2054,codex-manual,2026-05-04,partially_supported,partial,good,biomarker_or_expression_only,DAPK2 low expression was seen in AML samples
tmkp-2026-04-21-edge-audit-batch-001-2055,codex-manual,2026-05-04,unsupported,bad,bad,chemical_context|normalization_error,CYH33 inhibitor evidence does not support CMA1
tmkp-2026-04-21-edge-audit-batch-001-2056,codex-manual,2026-05-04,partially_supported,partial,good,pathway_context,Drp1 oxidoreduction was linked to vascular diseases associated with diabetes
tmkp-2026-04-21-edge-audit-batch-001-2057,codex-manual,2026-05-04,unsupported,bad,good,treatment_context,somatostatin analogs treated hypoglycemia from adrenal tumors
tmkp-2026-04-21-edge-audit-batch-001-2058,codex-manual,2026-05-04,unsupported,bad,good,inverse_relation,infection suppressed growth hormone concentrations
tmkp-2026-04-21-edge-audit-batch-001-2059,codex-manual,2026-05-04,supported,good,good,model_or_assay_context,serum amyloid P component role in systemic amyloidosis was examined in model
tmkp-2026-04-21-edge-audit-batch-001-2060,codex-manual,2026-05-04,supported,good,good,genetic_model_context,CD1d knockout prolonged parasitemia
tmkp-2026-04-21-edge-audit-batch-001-2061,codex-manual,2026-05-04,unsupported,bad,bad,normalization_error|wrong_gene,RPA1 lymphoma context was normalized to RPLP1
tmkp-2026-04-21-edge-audit-batch-001-2062,codex-manual,2026-05-04,partially_supported,partial,partial,family_mention_fanout|viral_entry_context,PRRSV enters target cells via clathrin-mediated endocytosis
tmkp-2026-04-21-edge-audit-batch-001-2063,codex-manual,2026-05-04,partially_supported,partial,good,model_or_assay_context,Wee1 protein stabilization occurred in leukemia cell line treatment mechanism
tmkp-2026-04-21-edge-audit-batch-001-2064,codex-manual,2026-05-04,unsupported,bad,bad,list_or_cross_product|object_mismatch,VKORC1 variants related to thromboembolism drug reactions not HIV or urticaria
tmkp-2026-04-21-edge-audit-batch-001-2065,codex-manual,2026-05-04,unsupported,bad,bad,family_mention_fanout|object_mismatch,VEGF elevated plasma cell disorder evidence does not support VEGFD or paraneoplastic neurologic syndrome
tmkp-2026-04-21-edge-audit-batch-001-2066,codex-manual,2026-05-04,supported,good,good,pathway_context,15-LOX-1 plays role in inflammatory lung diseases including asthma
tmkp-2026-04-21-edge-audit-batch-001-2067,codex-manual,2026-05-04,unsupported,bad,bad,family_mention_fanout|normalization_error,TNF-alpha variants in exfoliation syndrome do not support TNFSF18
tmkp-2026-04-21-edge-audit-batch-001-2068,codex-manual,2026-05-04,unsupported,bad,bad,viral_gene_context|normalization_error,LMP1 lymphoma evidence was normalized to PDLIM7
tmkp-2026-04-21-edge-audit-batch-001-2069,codex-manual,2026-05-04,supported,good,good,host_factor_context,HSPA5 is an essential host factor for Ebola virus infection
tmkp-2026-04-21-edge-audit-batch-001-2070,codex-manual,2026-05-04,supported,good,good,genetic_model_context,NHERF1 deficient mice developed non-obstructive hydrocephalus
tmkp-2026-04-21-edge-audit-batch-001-2071,codex-manual,2026-05-04,supported,good,good,mechanism_context,TRIM37 overexpression promoted pancreatic cancer growth and migration
tmkp-2026-04-21-edge-audit-batch-001-2072,codex-manual,2026-05-04,unsupported,bad,bad,common_word_mention|normalization_error,nodal describes lymphoma location not NODAL gene
tmkp-2026-04-21-edge-audit-batch-001-2073,codex-manual,2026-05-04,partially_supported,partial,partial,generic_object|inverse_or_tumor_suppressor_context,UTRN antisense expression induced transformation consistent with tumor suppressor role
tmkp-2026-04-21-edge-audit-batch-001-2074,codex-manual,2026-05-04,supported,good,good,mechanism_context,SGEF expression altered EGFR degradation in prostate cancer cells
tmkp-2026-04-21-edge-audit-batch-001-2075,codex-manual,2026-05-04,partially_supported,partial,good,biomarker_or_expression_only,Spry2 protein decreased in liver cancer and correlated with poor prognosis
tmkp-2026-04-21-edge-audit-batch-001-2076,codex-manual,2026-05-04,partially_supported,partial,partial,generic_object|biomarker_or_expression_only,POTEE is a cancer-testis antigen expressed in many cancers
tmkp-2026-04-21-edge-audit-batch-001-2077,codex-manual,2026-05-04,supported,good,good,genetic_association,RAD51C loss of function variants are associated with familial ovarian cancer
tmkp-2026-04-21-edge-audit-batch-001-2078,codex-manual,2026-05-04,partially_supported,partial,good,biomarker_or_expression_only,Dio3 locus was repressed in lung tumor infiltrating immune cells
tmkp-2026-04-21-edge-audit-batch-001-2079,codex-manual,2026-05-04,partially_supported,partial,good,biomarker_or_expression_only,L-ficolin serum was higher in hepatitis C patients
tmkp-2026-04-21-edge-audit-batch-001-2080,codex-manual,2026-05-04,supported,good,good,biomarker_or_expression_context,GAL3ST2 was more strongly expressed in metastatic tumors
tmkp-2026-04-21-edge-audit-batch-001-2081,codex-manual,2026-05-04,unsupported,bad,bad,normalization_error|wrong_gene,BAP1 thyroid adenoma evidence was normalized to RNF2
tmkp-2026-04-21-edge-audit-batch-001-2082,codex-manual,2026-05-04,unsupported,bad,bad,object_mismatch|family_mention_fanout,VEGF in non-small-cell lung carcinoma does not support VEGFB to SMA
tmkp-2026-04-21-edge-audit-batch-001-2083,codex-manual,2026-05-04,supported,good,good,genetic_association,FADS1 polymorphisms were studied in autism susceptibility
tmkp-2026-04-21-edge-audit-batch-001-2084,codex-manual,2026-05-04,supported,good,good,genetic_model_context,BCL6 is overexpressed in DLBCL and transgenic mice develop DLBCL
tmkp-2026-04-21-edge-audit-batch-001-2085,codex-manual,2026-05-04,partially_supported,partial,good,model_or_assay_context,HSF2 DNA-binding activity was characterized in embryonal carcinoma cells
