audit_id,manual_reviewer,manual_reviewed_at,manual_edge_support,manual_predicate_fit,manual_normalization_fit,manual_error_tags,manual_notes
tmkp-2026-04-21-edge-audit-batch-001-2651,codex-manual,2026-05-04,unsupported,bad,good,biomarker_or_expression_only,C-reactive protein is elevated with arthralgia but is not causal
tmkp-2026-04-21-edge-audit-batch-001-2652,codex-manual,2026-05-04,partially_supported,partial,good,syndrome_context,NPH1 mutations are described among Joubert-related syndromes with vermis hypoplasia
tmkp-2026-04-21-edge-audit-batch-001-2653,codex-manual,2026-05-04,unsupported,bad,good,negation_or_hedging,ASXL2-associated condition is distinguished by absence of growth retardation
tmkp-2026-04-21-edge-audit-batch-001-2654,codex-manual,2026-05-04,unsupported,bad,bad,normalization_error|treatment_context,WIN55 agonist treatment is not FOXM1
tmkp-2026-04-21-edge-audit-batch-001-2655,codex-manual,2026-05-04,supported,good,good,model_phenotype_context,Prx-2 mutant mice display severe limb abnormalities
tmkp-2026-04-21-edge-audit-batch-001-2656,codex-manual,2026-05-04,supported,good,good,clinical_variant_context,KCC3 mutations cause severe mental retardation
tmkp-2026-04-21-edge-audit-batch-001-2657,codex-manual,2026-05-04,supported,good,good,model_phenotype_context,Myo6 mutations cause inner ear abnormalities in mice
tmkp-2026-04-21-edge-audit-batch-001-2658,codex-manual,2026-05-04,supported,good,good,model_phenotype_context,Ihh deletion causes short limb phenotype
tmkp-2026-04-21-edge-audit-batch-001-2659,codex-manual,2026-05-04,supported,good,good,adverse_event_context,Denosumab use reports include extremity or skeletal pain
tmkp-2026-04-21-edge-audit-batch-001-2660,codex-manual,2026-05-04,unsupported,bad,partial,biomarker_or_expression_only,Ubiquitin staining identified a Lewy body variant case with behavior disorder
tmkp-2026-04-21-edge-audit-batch-001-2661,codex-manual,2026-05-04,unsupported,bad,bad,normalization_error|treatment_context,Anti-TNF therapy preceded infection and TNF was normalized to TNFSF4
tmkp-2026-04-21-edge-audit-batch-001-2662,codex-manual,2026-05-04,supported,good,good,clinical_variant_context,PTPN23 disorder is characterized by neurodevelopmental delay
tmkp-2026-04-21-edge-audit-batch-001-2663,codex-manual,2026-05-04,unsupported,bad,good,negation_or_hedging,Nivolumab case explicitly reports no visual impairment
tmkp-2026-04-21-edge-audit-batch-001-2664,codex-manual,2026-05-04,partially_supported,partial,good,biomarker_or_expression_context,Edema suppression occurred with decreased MMP1 expression
tmkp-2026-04-21-edge-audit-batch-001-2665,codex-manual,2026-05-04,unsupported,bad,bad,normalization_error|statistical_method_context,Cox refers to proportional hazard models and not CPOX
tmkp-2026-04-21-edge-audit-batch-001-2666,codex-manual,2026-05-04,supported,good,good,clinical_variant_context,CANT1 mutation syndrome includes short stature
tmkp-2026-04-21-edge-audit-batch-001-2667,codex-manual,2026-05-04,unsupported,bad,good,generic_object,APC mutation is present in sporadic colorectal tumors but object is generic
tmkp-2026-04-21-edge-audit-batch-001-2668,codex-manual,2026-05-04,unsupported,bad,bad,normalization_error|negation_or_hedging,SMA-PME is unlinked to SMN1 and subject is SNRPN
tmkp-2026-04-21-edge-audit-batch-001-2669,codex-manual,2026-05-04,supported,good,good,clinical_variant_context,Spectrin deficiency is found in autosomal dominant spherocytosis
tmkp-2026-04-21-edge-audit-batch-001-2670,codex-manual,2026-05-04,supported,good,good,model_phenotype_context,Dystrophin and utrophin deficient mice have joint contractures
tmkp-2026-04-21-edge-audit-batch-001-2671,codex-manual,2026-05-04,partially_supported,partial,bad,normalization_error,Tec deficiency embryos have cutaneous edema but subject is NR4A3
tmkp-2026-04-21-edge-audit-batch-001-2672,codex-manual,2026-05-04,supported,good,good,clinical_variant_context,HCN1 loss-of-function mutations cause febrile seizures
tmkp-2026-04-21-edge-audit-batch-001-2673,codex-manual,2026-05-04,partially_supported,partial,partial,hypothesis_context,BAT1 trafficking defect might cause cerebral atrophy
tmkp-2026-04-21-edge-audit-batch-001-2674,codex-manual,2026-05-04,supported,good,good,model_phenotype_context,Wnt5a knockout mice exhibit short limbs
tmkp-2026-04-21-edge-audit-batch-001-2675,codex-manual,2026-05-04,partially_supported,partial,good,autoimmune_context,Cerebral atrophy is reported in anti-LGI1 encephalitis
tmkp-2026-04-21-edge-audit-batch-001-2676,codex-manual,2026-05-04,supported,good,good,clinical_variant_context,ABCG2 dysfunctional variant is associated with early-onset hyperuricemia
