audit_id,manual_reviewer,manual_reviewed_at,manual_edge_support,manual_predicate_fit,manual_normalization_fit,manual_error_tags,manual_notes
tmkp-2026-04-21-edge-audit-batch-001-0401,codex-manual,2026-05-04,supported,good,good,,Ginseng components are described as usable to treat malaria.
tmkp-2026-04-21-edge-audit-batch-001-0402,codex-manual,2026-05-04,unsupported,bad,good,inverse_or_adverse_context|model_or_assay_only,Imatinib increased breast carcinoma xenograft growth rather than treating it.
tmkp-2026-04-21-edge-audit-batch-001-0403,codex-manual,2026-05-04,unsupported,bad,good,cohort_or_exposure_only,Formoterol was given to type 1 diabetes subjects during a clamp study and not as diabetes treatment.
tmkp-2026-04-21-edge-audit-batch-001-0404,codex-manual,2026-05-04,partially_supported,good,good,combination_exposure|model_or_assay_only,Oxygen-ozone plus cannabidiol was cytotoxic in pancreatic cancer cell lines.
tmkp-2026-04-21-edge-audit-batch-001-0405,codex-manual,2026-05-04,unsupported,bad,bad,normalization_error,Aspergillus terreus produces lovastatin but the fungus itself is not the treatment.
tmkp-2026-04-21-edge-audit-batch-001-0406,codex-manual,2026-05-04,partially_supported,good,good,model_or_assay_only,Norfloxacin antiproliferative activity was evaluated in NSCLC cell line.
tmkp-2026-04-21-edge-audit-batch-001-0407,codex-manual,2026-05-04,partially_supported,partial,partial,model_or_assay_only,Temozolomide sensitivity was increased in leukemia cells.
tmkp-2026-04-21-edge-audit-batch-001-0408,codex-manual,2026-05-04,unsupported,bad,bad,abbreviation_collision|normalization_error,Dex in medulloblastoma signaling is not dextromethorphan.
tmkp-2026-04-21-edge-audit-batch-001-0409,codex-manual,2026-05-04,supported,good,good,,Thioridazine treatment improved cardiopathy in experimental Chagas disease.
tmkp-2026-04-21-edge-audit-batch-001-0410,codex-manual,2026-05-04,partially_supported,partial,partial,combination_exposure,Glycerol and lidocaine improved symptoms including hearing impairment.
tmkp-2026-04-21-edge-audit-batch-001-0411,codex-manual,2026-05-04,partially_supported,good,good,model_or_assay_only,Sodium butyrate protected mice from early NAFLD signs.
tmkp-2026-04-21-edge-audit-batch-001-0412,codex-manual,2026-05-04,partially_supported,good,good,model_or_assay_only,Givinostat reversed myofibril relaxation defects in diastolic heart failure models.
tmkp-2026-04-21-edge-audit-batch-001-0413,codex-manual,2026-05-04,unsupported,bad,bad,abbreviation_collision|normalization_error,CAD is coronary artery disease and not CADDS.
tmkp-2026-04-21-edge-audit-batch-001-0414,codex-manual,2026-05-04,unsupported,bad,good,cohort_or_exposure_only,Ketamine treated CRPS pain secondary to glomus tumors and not the tumors.
tmkp-2026-04-21-edge-audit-batch-001-0415,codex-manual,2026-05-04,partially_supported,good,partial,predicate_overbroad,Silver nitrate was compared as treatment for non-allergic rhinitis rather than atopic rhinitis.
tmkp-2026-04-21-edge-audit-batch-001-0416,codex-manual,2026-05-04,unsupported,bad,good,model_or_assay_only,Naloxone effect was on pheochromocytoma cell differentiation and not treatment.
tmkp-2026-04-21-edge-audit-batch-001-0417,codex-manual,2026-05-04,supported,good,good,,Benzodiazepines are used to manage anxiety component of mood disorders.
tmkp-2026-04-21-edge-audit-batch-001-0418,codex-manual,2026-05-04,supported,good,good,,Tipifarnib acts in human breast tumors and merits further evaluation.
tmkp-2026-04-21-edge-audit-batch-001-0419,codex-manual,2026-05-04,unsupported,bad,bad,abbreviation_collision|normalization_error,WRS is water-restraint stress lesions and not Wolcott-Rallison syndrome.
tmkp-2026-04-21-edge-audit-batch-001-0420,codex-manual,2026-05-04,unsupported,bad,bad,abbreviation_collision|normalization_error,DPN is diabetic peripheral neuropathy context and not Nadide treatment.
tmkp-2026-04-21-edge-audit-batch-001-0421,codex-manual,2026-05-04,supported,good,good,,Daidzein metabolite inhibits esophageal cancer growth.
tmkp-2026-04-21-edge-audit-batch-001-0422,codex-manual,2026-05-04,unsupported,bad,good,model_or_assay_only,Scopolamine membrane effects in neuroblastoma cells were studied and not treatment.
tmkp-2026-04-21-edge-audit-batch-001-0423,codex-manual,2026-05-04,supported,good,good,,Etoposide is described as usable to treat pituitary cancer.
tmkp-2026-04-21-edge-audit-batch-001-0424,codex-manual,2026-05-04,partially_supported,good,good,model_or_assay_only,SC-236 was tested in a Wilms tumor xenograft model.
tmkp-2026-04-21-edge-audit-batch-001-0425,codex-manual,2026-05-04,unsupported,bad,good,negation_or_hedging,Brain tumors are described as still unexplored for belinostat.
tmkp-2026-04-21-edge-audit-batch-001-0426,codex-manual,2026-05-04,supported,good,good,,Mizolastine had beneficial effects on angioedema.
tmkp-2026-04-21-edge-audit-batch-001-0427,codex-manual,2026-05-04,partially_supported,partial,good,model_or_assay_only,Acetylmethionine effect on experimental atherosclerosis was studied in rabbits.
tmkp-2026-04-21-edge-audit-batch-001-0428,codex-manual,2026-05-04,supported,good,good,,EPA inhibits ovarian cancer cell growth and suppresses metastasis.
tmkp-2026-04-21-edge-audit-batch-001-0429,codex-manual,2026-05-04,supported,good,good,,Zolpidem improves X-linked dystonia-parkinsonism.
tmkp-2026-04-21-edge-audit-batch-001-0430,codex-manual,2026-05-04,unsupported,bad,bad,normalization_error|cohort_or_exposure_only,Clofazimine was tolerated by patients with HIV disease and object is urticaria.
tmkp-2026-04-21-edge-audit-batch-001-0431,codex-manual,2026-05-04,supported,good,good,,Licorice components can prevent and supplement treatment for viral diseases.
tmkp-2026-04-21-edge-audit-batch-001-0432,codex-manual,2026-05-04,supported,good,good,,Temsirolimus treatment is described in malignant PEComa patients.
tmkp-2026-04-21-edge-audit-batch-001-0433,codex-manual,2026-05-04,unsupported,bad,bad,list_or_cross_product|normalization_error,Crisaborole is antifungal therapy while the cancer example is Velcade.
tmkp-2026-04-21-edge-audit-batch-001-0434,codex-manual,2026-05-04,supported,good,good,,Cefdinir is approved for pharyngitis-tonsillitis.
tmkp-2026-04-21-edge-audit-batch-001-0435,codex-manual,2026-05-04,partially_supported,good,good,combination_exposure,Ginkgo is part of a Chinese medicine preparation used for cirrhosis.
tmkp-2026-04-21-edge-audit-batch-001-0436,codex-manual,2026-05-04,supported,good,good,,Pindolol combination was used in treatment of facial neuralgia.
tmkp-2026-04-21-edge-audit-batch-001-0437,codex-manual,2026-05-04,unsupported,bad,bad,common_word_mention|normalization_error,Monitor is a common verb and not methamidophos.
tmkp-2026-04-21-edge-audit-batch-001-0438,codex-manual,2026-05-04,partially_supported,partial,good,supportive_care_context,Pamidronate treated ALL-induced hypercalcemia and not ALL itself.
tmkp-2026-04-21-edge-audit-batch-001-0439,codex-manual,2026-05-04,supported,good,good,,Dapsone is included in therapeutic regimen for Rowell syndrome.
tmkp-2026-04-21-edge-audit-batch-001-0440,codex-manual,2026-05-04,supported,good,good,,Bortezomib showed potential for restrictive cardiomyopathy caused by amyloidosis.
tmkp-2026-04-21-edge-audit-batch-001-0441,codex-manual,2026-05-04,unsupported,bad,bad,abbreviation_collision|normalization_error,ACS is acute coronary syndrome and not acrocephalosyndactyly.
tmkp-2026-04-21-edge-audit-batch-001-0442,codex-manual,2026-05-04,supported,good,good,,Bicarbonate of soda solution is used in prevention and treatment of oral mucositis.
tmkp-2026-04-21-edge-audit-batch-001-0443,codex-manual,2026-05-04,supported,good,good,,Ertapenem efficacy was assessed in community-acquired pneumonia.
tmkp-2026-04-21-edge-audit-batch-001-0444,codex-manual,2026-05-04,unsupported,bad,good,mechanism_context,Bombesin is trophic to acinar cell adenocarcinoma and not treatment.
tmkp-2026-04-21-edge-audit-batch-001-0445,codex-manual,2026-05-04,unsupported,bad,good,cohort_or_exposure_only,Amlodipine was background medication in a case of anxiety disorder treatment.
