audit_id,manual_reviewer,manual_reviewed_at,manual_edge_support,manual_predicate_fit,manual_normalization_fit,manual_error_tags,manual_notes
tmkp-2026-04-21-edge-audit-batch-001-1201,codex-manual,2026-05-04,unsupported,bad,good,inverse_or_treatment_context,Dimenhydrinate is an antiemetic used when vomiting is present.
tmkp-2026-04-21-edge-audit-batch-001-1202,codex-manual,2026-05-04,supported,good,good,,Bepridil is supposed to cause ventricular arrhythmia.
tmkp-2026-04-21-edge-audit-batch-001-1203,codex-manual,2026-05-04,supported,good,good,list_or_cross_product,BPA is implicated in genital abnormalities.
tmkp-2026-04-21-edge-audit-batch-001-1204,codex-manual,2026-05-04,supported,good,good,,Excess nitrogen leads to growth retardation.
tmkp-2026-04-21-edge-audit-batch-001-1205,codex-manual,2026-05-04,supported,good,good,,Vemurafenib induced uveitis leading to visual loss.
tmkp-2026-04-21-edge-audit-batch-001-1206,codex-manual,2026-05-04,supported,good,good,,Thiabendazole adverse events included nausea and vomiting.
tmkp-2026-04-21-edge-audit-batch-001-1207,codex-manual,2026-05-04,unsupported,bad,good,inverse_or_protective_context,Fluoxetine users had less frequent hypoxemia.
tmkp-2026-04-21-edge-audit-batch-001-1208,codex-manual,2026-05-04,unsupported,bad,bad,common_word_mention,His is a pronoun rather than histidine.
tmkp-2026-04-21-edge-audit-batch-001-1209,codex-manual,2026-05-04,supported,good,good,,Ipatasertib related adverse events included vomiting.
tmkp-2026-04-21-edge-audit-batch-001-1210,codex-manual,2026-05-04,supported,good,good,,Perchlorate side effects include drug fever.
tmkp-2026-04-21-edge-audit-batch-001-1211,codex-manual,2026-05-04,supported,good,good,,Prenatal isotretinoin exposure is associated with conotruncal heart defects.
tmkp-2026-04-21-edge-audit-batch-001-1212,codex-manual,2026-05-04,partially_supported,good,good,combination_exposure,Caffeine exacerbated MDMA toxicity with tachycardia in rats.
tmkp-2026-04-21-edge-audit-batch-001-1213,codex-manual,2026-05-04,supported,good,good,,Chronic morphine use leads to cognitive impairment.
tmkp-2026-04-21-edge-audit-batch-001-1214,codex-manual,2026-05-04,supported,good,good,,Lidoflazine has propensity to cause ventricular arrhythmias.
tmkp-2026-04-21-edge-audit-batch-001-1215,codex-manual,2026-05-04,supported,good,good,,Wheat ingestion followed by exercise caused eyelid edema.
tmkp-2026-04-21-edge-audit-batch-001-1216,codex-manual,2026-05-04,partially_supported,good,partial,generic_subject,African Potato side effects included nausea and vomiting.
tmkp-2026-04-21-edge-audit-batch-001-1217,codex-manual,2026-05-04,supported,good,good,,Vitamin D intoxication includes vomiting.
tmkp-2026-04-21-edge-audit-batch-001-1218,codex-manual,2026-05-04,unsupported,bad,good,inverse_or_deficiency_context,Low aldosterone causes hyperkalemia rather than aldosterone itself.
tmkp-2026-04-21-edge-audit-batch-001-1219,codex-manual,2026-05-04,supported,good,good,,Alendronate suspected adverse reactions included hypocalcemia.
tmkp-2026-04-21-edge-audit-batch-001-1220,codex-manual,2026-05-04,supported,good,good,,Dapoxetine side effects included sleep disturbances.
tmkp-2026-04-21-edge-audit-batch-001-1221,codex-manual,2026-05-04,supported,good,good,model_or_assay_only,Tunicamycin treated mice showed increased blood pressure.
tmkp-2026-04-21-edge-audit-batch-001-1222,codex-manual,2026-05-04,partially_supported,partial,partial,generic_subject,High systemic metal levels were linked to visual loss cases.
tmkp-2026-04-21-edge-audit-batch-001-1223,codex-manual,2026-05-04,supported,good,good,,Quinolinic acid was hypothesized to contribute to cerebral volume loss.
tmkp-2026-04-21-edge-audit-batch-001-1224,codex-manual,2026-05-04,unsupported,bad,good,negation_or_hedging|inverse_or_protective_context,No dipyridamole patients developed renal artery stenosis.
tmkp-2026-04-21-edge-audit-batch-001-1225,codex-manual,2026-05-04,partially_supported,partial,good,combination_exposure,Nausea and vomiting occurred after enoxaparin plus aspirin.
tmkp-2026-04-21-edge-audit-batch-001-1226,codex-manual,2026-05-04,supported,good,good,,Cabazitaxel side effects include vomiting.
tmkp-2026-04-21-edge-audit-batch-001-1227,codex-manual,2026-05-04,supported,good,good,,Nalbuphine adverse effects included vomiting.
tmkp-2026-04-21-edge-audit-batch-001-1228,codex-manual,2026-05-04,supported,good,good,,Ergotamine caused nausea and vomiting.
tmkp-2026-04-21-edge-audit-batch-001-1229,codex-manual,2026-05-04,supported,good,good,,Lonidamine toxicity included hyperesthesia.
tmkp-2026-04-21-edge-audit-batch-001-1230,codex-manual,2026-05-04,supported,good,good,,Free fluoride ion can lead to hypocalcemia.
tmkp-2026-04-21-edge-audit-batch-001-1231,codex-manual,2026-05-04,supported,good,good,,Levamisole toxicosis includes hyperesthesia.
tmkp-2026-04-21-edge-audit-batch-001-1232,codex-manual,2026-05-04,supported,good,good,,Dapoxetine adverse events included vomiting.
tmkp-2026-04-21-edge-audit-batch-001-1233,codex-manual,2026-05-04,partially_supported,partial,good,device_or_material_context,Titanium eye shields preceded bilateral corneal opacities.
