audit_id,manual_reviewer,manual_reviewed_at,manual_edge_support,manual_predicate_fit,manual_normalization_fit,manual_error_tags,manual_notes
tmkp-2026-04-21-edge-audit-batch-001-0951,codex-manual,2026-05-04,supported,good,good,combination_exposure,bFGF treatment increased HMGB1 levels.
tmkp-2026-04-21-edge-audit-batch-001-0952,codex-manual,2026-05-04,supported,good,partial,generic_subject,Anesthesia with isoflurane increased EAAT1.
tmkp-2026-04-21-edge-audit-batch-001-0953,codex-manual,2026-05-04,unsupported,bad,good,inverse_relation,AVP reduced secretin stimulated secretion rather than secretin affecting AVP.
tmkp-2026-04-21-edge-audit-batch-001-0954,codex-manual,2026-05-04,partially_supported,partial,good,model_or_assay_only,Olaparib increased Foxp3 positive Treg cells.
tmkp-2026-04-21-edge-audit-batch-001-0955,codex-manual,2026-05-04,supported,good,good,,Ozone induced Smad2 phosphorylation.
tmkp-2026-04-21-edge-audit-batch-001-0956,codex-manual,2026-05-04,supported,good,good,,Hydroquinone inhibited ALR.
tmkp-2026-04-21-edge-audit-batch-001-0957,codex-manual,2026-05-04,partially_supported,good,partial,generic_subject,Pertussis toxin inhibited CCL2 generation.
tmkp-2026-04-21-edge-audit-batch-001-0958,codex-manual,2026-05-04,unsupported,good,bad,related_chemical_context,NACC is a cysteine derivative and not cysteine itself.
tmkp-2026-04-21-edge-audit-batch-001-0959,codex-manual,2026-05-04,supported,good,good,,Artemether suppressed IL6.
tmkp-2026-04-21-edge-audit-batch-001-0960,codex-manual,2026-05-04,unsupported,partial,bad,family_mention_fanout,Ajulemic acid activates PPAR gamma while PPARA support is not specific.
tmkp-2026-04-21-edge-audit-batch-001-0961,codex-manual,2026-05-04,unsupported,bad,bad,common_word_mention,Date means current time reference rather than a chemical.
tmkp-2026-04-21-edge-audit-batch-001-0962,codex-manual,2026-05-04,unsupported,bad,bad,abbreviation_collision|normalization_error,Hep cell lines and HBsAg promoter activity were mapped to EPHB6.
tmkp-2026-04-21-edge-audit-batch-001-0963,codex-manual,2026-05-04,supported,good,good,,Nicotine downregulated Bmp4 expression.
tmkp-2026-04-21-edge-audit-batch-001-0964,codex-manual,2026-05-04,unsupported,good,bad,abbreviation_collision,RAs are retinoic acids rather than rasagiline.
tmkp-2026-04-21-edge-audit-batch-001-0965,codex-manual,2026-05-04,unsupported,good,bad,normalization_error,Caffeine blocked TGFB1 activation but the object is ACVR1.
tmkp-2026-04-21-edge-audit-batch-001-0966,codex-manual,2026-05-04,supported,good,good,,Aluminum acetate decreased catalase activity.
tmkp-2026-04-21-edge-audit-batch-001-0967,codex-manual,2026-05-04,supported,good,good,,Clozapine decreased MMP2 gelatinolytic activity.
tmkp-2026-04-21-edge-audit-batch-001-0968,codex-manual,2026-05-04,supported,good,good,,PAF induced p125FAK activity.
tmkp-2026-04-21-edge-audit-batch-001-0969,codex-manual,2026-05-04,unsupported,good,bad,normalization_error,Glycerol increased MPC3 expression but the normalized object is PC.
tmkp-2026-04-21-edge-audit-batch-001-0970,codex-manual,2026-05-04,unsupported,bad,good,inverse_relation,Cod trypsin I was inhibited by 2 mercaptoethanol.
tmkp-2026-04-21-edge-audit-batch-001-0971,codex-manual,2026-05-04,supported,good,good,,8 Br cAMP enhanced mTREM1 expression.
tmkp-2026-04-21-edge-audit-batch-001-0972,codex-manual,2026-05-04,supported,good,good,,Methotrexate reduced OAT2 mediated uptake.
tmkp-2026-04-21-edge-audit-batch-001-0973,codex-manual,2026-05-04,unsupported,good,bad,family_mention_fanout,Rivaroxaban decreased TNF alpha but not TNFSF18.
tmkp-2026-04-21-edge-audit-batch-001-0974,codex-manual,2026-05-04,unsupported,good,bad,normalization_error,VPA reduced MIP2 but the normalized object is WDR26.
tmkp-2026-04-21-edge-audit-batch-001-0975,codex-manual,2026-05-04,unsupported,bad,good,inverse_relation,Silibinin blocked Wnt3a induced signaling rather than affecting Wnt3a.
tmkp-2026-04-21-edge-audit-batch-001-0976,codex-manual,2026-05-04,unsupported,bad,bad,abbreviation_collision,NPP is a model context rather than nandrolone.
tmkp-2026-04-21-edge-audit-batch-001-0977,codex-manual,2026-05-04,supported,good,good,,Cyclophosphamide induced endothelial CD95.
